,url,post_name,year,make_mod,make,mod,price,location,vin,condition,drive,fuel,odometer,paint,title,transmission,type,size,cylinders,city_mpg,hwy_mpg,comb_mpg,description,imgurl
62,https://seattle.craigslist.org/est/cto/d/bellevue-subaru-outback-2007-champagne/6874141989.html,Subaru Outback 2007 (Champagne),2007,subaru outback,subaru,outback,6900, Bellevue ,,good,,gas,137000,,clean,automatic,wagon,,,20,26,22,"Subaru Outback 2007 (Champagne)\\Upgrading to a new Subaru and looking to sell my current Outback. Reliable and regularly maintained. Great for driving in the winter weather and as a daily commuter. Adult driven, non-smoker. \\Pros-\Recent oil change and air filter replaced.\Recent rotation and alignment, tires with plenty of tread.\Head gaskets all checked out and in great shape.\Breaks checked 2 months ago. \Timing belt changed last year.\\Cons-\Minor cosmetic dings/scrapes\Minor wear to cloth interior\Some squeaking occasionally (worse in cold weather)\\Asking $6900\",https://images.craigslist.org/00T0T_fISd9wxZVZQ_600x450.jpg
63,https://seattle.craigslist.org/est/cto/d/redmond-kia-borrego-limited-ex-2009/6874138108.html,"KIA Borrego Limited EX, 2009",2009,kia,kia,,10000, Redmond ,KNDJH742195039987,excellent,4wd,gas,96000,black,clean,automatic,SUV,mid-size,8 cylinders,,,,"Great, clean SUV with warranty. Never been in any accidents and repair shops. Service record is available upon request. Clean title.    ",https://images.craigslist.org/00r0r_YVK5DdFu8z_600x450.jpg
64,https://seattle.craigslist.org/see/cto/d/seattle-2013-vw-jetta-75k-miles/6874119855.html,2013 VW Jetta 75K miles,2013,vw jetta,vw,jetta,7500, central district ,3VW2k7aj7dm247809,excellent,fwd,gas,75000,black,clean,automatic,sedan,compact,4 cylinders,,,,"2013 VW Jetta with only 75K miles. Automatic, good tires, no oil leaks, only had two owners, and I have all the service records. I am selling because I need a truck. Please text if interested.\",https://images.craigslist.org/00000_8zAR7Dg7bjQ_600x450.jpg
65,https://seattle.craigslist.org/skc/cto/d/kirkland-2012-nissan/6874101645.html,"2012 Nissan Altima2.5""S**65K**Navi**Back Up Cam*Bluetooth*Clean CarFax",2012,nissan altima,nissan,altima,8888, google map ,,like new,fwd,gas,65000,silver,clean,automatic,sedan,mid-size,4 cylinders,23,31,26,"****NO AGENCY'S OR ADVERTISEMENTS, NO DEALERS , PLEASE ONLY REAL BUYERS****\\Contact :  show contact info\\\Local car loaded with options ! Very nice car locally owned , it has Navigation , Back up camera and push start with remote entry , Good tires , good brakes , clean in and out and No accidents , non smoker .\\Miles are 65,000\Low miles ! \Pristine condition ! \Clean History ! \Price :$ 8888!\\Contact :  show contact info\\\""'ONLY SERIOUS QUALIFIED BUYERS  MONEY ON HAND ""  ""  NO TIRE KICKERS PLEASE"""""""""""" \\NO AGENCY'S OR ADVERTISEMENTS, NO DEALERS , PLEASE ONLY REAL BUYERS !!!\",https://images.craigslist.org/00P0P_40H0iHH6kfS_600x450.jpg
66,https://seattle.craigslist.org/skc/cto/d/seattle-2015-volkswagen-golf-tsi-4-door/6874070764.html,2015 Volkswagen Golf TSI 4 Door - Automatic - Clean Title  - 29k Miles,2015,volkswagen golf tsi,volkswagen,golf,12950, Des Moines ,3vw217au8fm007376,excellent,fwd,gas,29010,red,clean,automatic,hatchback,compact,4 cylinders,31,41,35,"2015 Volkswagen Golf TSI 4 Door Automatic Hatchback \\29,0XX Miles\\Clean Title, zero accidents.\\We're selling because it's our secondary car and does not see much use. It was purchased in 2016 from Campbell Nelson VW at 11K miles as an off-lease and was fully certified by the dealership.  We've put on about 5k a year since purchase, and most miles have come from long highway trips.\\Meticulously maintained and well taken care of: we've done all recommended maintenance at Auburn Volkswagen including full synthetic oil changes every 6 months. Full multi-point inspection done on 3/16 which included a full synthetic oil change, tire rotation, and replacement of the coolant tank sensor with all new coolant added. Brake fluid was flushed and replaced at 26k along with new wipers.  New tabs as of January.\\Adult owned from a non-smoking, pet free home. The back seats have been sat in less than 5 times total, so the interior is pristine.\\ENGINE TYPE: turbocharged and intercooled DOHC 16-valve inline-4, iron block and aluminum head, direct fuel injection\\TRANSMISSION: 6-speed automatic with manual shifting mode\\FUEL ECONOMY (CTY/HWY) 25/37 mpg\\\Doors & Windows:\\Rear Defrost\Power Windows\Doors & Windows\Rear Defrost\Power Windows\\Tires & Wheels:\\Tires - Front Performance\Tires - Rear Performance\Compact Spare Tire\Tire Pressure Monitoring System\Aluminum Wheels\\Convenience & Comfort:\\Alarm\Cruise Control\Vehicle Anti-Theft System\Fog Lamps\Auto-Off Headlights\Interior Cargo Shade\Adjustable Steering Wheel\Steering Wheel Controls\Leather Wrapped Steering Wheel\Trip Computer\Rain Sensing Wipers\Variable Speed Intermittent Wipers\Keyless Entry\Power Door Locks\Heated Mirrors\Power Mirrors\Driver Vanity Mirror\Driver Illuminated Vanity Mirror\Passenger Vanity Mirror\Passenger Illuminated Visor Mirror\Power Steering\\Entertainment:\\AM/FM Stereo\\Auxiliary Audio Input\\CD Player\\MP3 Player\\Satellite Radio\\Premium Sound System\\Heating & Cooling\\A/C\\Navigation & Communication\\Onboard Hands-Free Communications System\\Wireless Cell Phone Hookup\\Seats:\\Premium Synthetic Seats\\Driver Lumbar\\Passenger Lumbar\\Power Driver Seat\\Power Passenger Seat\\Pass-Through Rear Seat\\2nd Row Bench Seat\\Bucket Seats\\Mechanical\\Engine & Performance\\Front Wheel Drive\\4 Cylinder Engine\\\Safety:\\Airbags\\Driver Air Bag\\Passenger Air Bag\\Front Head Air Bag\\Rear Head Air Bag\\Front Side Air Bag\\Brakes\\4-Wheel ABS\\4-Wheel Disc Brakes\\Safety Features\\Brake Assist\\Electronic Stability Control\\Daytime Running Lights\\Child Safety Locks\\Integrated Turn Signal Mirrors\\Traction Control\\\",https://images.craigslist.org/01414_lhFlqUWhIZ7_600x450.jpg
67,https://seattle.craigslist.org/kit/cto/d/bremerton-chevrolet-captiva/6874002123.html,CHEVROLET CAPTIVA,2012,chevrolet captiva,chevrolet,captiva,6300, Bremerton ,3GNAL2EK8CS578160,excellent,fwd,gas,126992,white,clean,automatic,SUV,mid-size,4 cylinders,20,28,23,2012 CHEVROLET CAPTIVA SPORT 20k on the New  Motor .\\ Automatic transmission \ Air-conditioning \ Power window doors locks \ Cruise control \ Privacy glass \ Driver passenger airbag \ Power steering \AM/FM CD player\\show contact info\,https://images.craigslist.org/01313_fAMk6m0vfKa_600x450.jpg
68,https://seattle.craigslist.org/est/cto/d/kent-must-sell-2007-audi-a-turbo-awd/6873996940.html,MUST SELL! 2007 AUDI A4 - 2.0 TURBO AWD (2ND OWNER),2007,audi a4 2.0t awd,audi,a4,4495, KENT ,WAUDF78E77A113714,excellent,4wd,gas,127552,grey,clean,automatic,sedan,compact,4 cylinders,21,29,24,"***REDUCED PRICE - $4,495.00 FIRM***\\***CASH ONLY - NO TRADES***\\TITLE IN HAND!\\VIN: WAUDF78E77A113714\\Selling my car as I prepare to relocate out of state. I am the second owner, the original owner purchased the vehicle and resided in the greater Seattle area as well. All modifications were completely cosmetic with the exception of a few lighting upgrades, other than that the car is completely stock. Owned by a responsible adult/working professional and serviced at Audi Seattle, Bellevue & Fife its entire life.\\The car is in great condition, I am a former auto detailer and I take pride in keeping my vehicles clean. I travel (via air) for work often so the car was primarily used as an ""grocery getter"" when I was home with only approximately 10k miles on it since I purchased it 1 year ago.\\Here are a few notes about the vehicle:\\• Title in hand\• All wheel drive\• Non-smoking/pet free\• Garage/Car Port kept\• No major accidents/CarFax available upon request\• Automatic transmission with tip-tronic shifter\• No check engine light/error codes\• All functions operational and in good working order (heated seats, sun roof, A/C, windows, locks, heat, etc.)\• Matching HID (high intensity discharge) head lamps and fog lights\• All lights aside from map overhead lights replaced with error-free LED lights (puddle, reverse, license plate, foot well)\• Front brake pads will need to be replaced in the near future (rotors are perfectly fine - no warping)\• 1 working key fob\• New grille, have stock grill in hand\• 3.5"" chrome exhaust tips installed (STOCK exhaust system)\• Full size spare, tire iron and car Jack\• 6 Disc CD Changer\• Satellite Radio capable\\Work performed since ownership began:\• Oil Change\• Valve cover gasket replaced\• Rear coolant flange replaced\• New spark plugs\• New High Pressure Fuel Pump\• Front Passenger Airbag replaced (Per Manufacturer Recall - https://www.audiusa.com/about/takata)\\Located in the Kent area. Available to meet any time, any day of the week at an agreed upon public area (such as a Fred Meyer, QFC, etc.). Note that I do travel for work and occasionally have to leave town on short notice, usually a few days at a time.\\Feel free to call or text me with any questions. 2O6-nine48-O2nine4\\Daniel    ",https://images.craigslist.org/00U0U_7a6B0VHpU2s_600x450.jpg
69,https://seattle.craigslist.org/see/cto/d/seattle-2009-jeep-wrangler-jk/6873991919.html,2009 Jeep Wrangler jk,2009,jeep wrangler,jeep,wrangler,15500, south seattle ,,excellent,4wd,gas,76888,silver,clean,automatic,SUV,,6 cylinders,15,20,17,"Clean car fax provided.  Please email and include the word Jeep or Wrangler to help eliminate spam.  Thanks.  \The Rocky Mountain Edition trim is a special edition Wrangler that was debuted during in the TJ generation.  It was initially made from 2003-2005 and featured a Dana 44 rear axle large tires/wheel along with unique visual amenities including a special Rocky Mountain Edition decal.  The Rocky Mountain Edition Trim was brought back for the 2009 Model year as a special edition of the X trim, with the following unique features.\Rocky Mountain Edition 2009 Wrangler’s are rare and hard to come by.  They were made in limited numbers and not many owners list them for sale often.  For this reason the Rocky Mountain Edition is a sought after option for Wrangler enthusiasts.  Other than this benefit; Rocky Mountain Editions are nothing more than X packages with aftermarket tires/wheels and side-steps.\\32-inch tires on 18 inch rims\Black tubular side-steps\6-disc in-dash changer\Optional body colored fenders\This Jeep comes with the following:\Body Armor cargo basket (not shown in current pics) 500.00\Body Armor knuckle joint rack system 800.00\tailgate basket 200.00\under seat lock boxes 120.00\Rock slide engineering tailgate table 160.00\trailer hitch receiver 130.00\Ghost shark grill included 130.00\additional center console storage/arm rest 100.00\bug deflector 60.00\window guards 60.00\side steps for easy basket reach 80.00\updated speakers and tweeters\led taillights\and more..\\Year: 2011* \Make: *Jeep** \Model: *Wrangler Unlimited** Rocky Mountain Edition\Body Style: SUV* \Mileage: 76,xxx\Engine: V6, 3.8 Liter \Transmission: Automatic, 4-Spd w/Overdrive \Exterior Color: silver\Interior Color: grey    ",https://images.craigslist.org/00Z0Z_7Hs6vv3jWH2_600x450.jpg
70,https://seattle.craigslist.org/see/cto/d/seattle-2008-chevy-malibu-reliable-with/6873985097.html,2008 Chevy Malibu - reliable with low mileage,2008,chevrolet malibu,chevrolet,malibu,3000, Greenwood ,,good,,gas,103449,red,clean,automatic,sedan,,,22,30,25,"This is a used Chevrolet Malibu LS 4-door sedan with low mileage (103449)that has never been in an accident. \My mother bought it fresh off the lot in 2009, and handed it down to me in 2013 when I needed a car and couldn’t afford to buy one myself. Now that I have purchased my dream car, I need to find this one a good home. \\The brakes need replacing immediately. I just spent $400-500 on ""replacing"" them last year, but have since found out that the shop who worked on the brakes was run by cheaters/scammers and went out of business (https://www.yelp.com/biz/specialty-auto-care-seattle). I went there because they had a Groupon for an oil change and they convinced me I needed them to replace my brakes ASAP, that it wouldn't even be safe for me to drive home. I learned a hard lesson about asking for a second opinion!\One headlight also needs to be replaced, but the rest of the work it “needs” is optional.\It does have some cosmetic damage that I have not fixed due to cost: think of it as pre-dented so you can park anywhere in Seattle without worrying about someone denting it! I have included clear close-up photos of all damage. \\This is a very reliable car that is relatively cheap to maintain/repair, it gets decent gas mileage and has tons of room for both passengers and cargo. The trunk is so large that I have been able to move apartments many times just using this car instead of renting a truck. It has plenty of life left for someone who is willing to invest a little time and money. \\2008 Malibus go for ~$7.5k on Kelley Blue Book. With at least $1000 of repairs needed, I figured it’s best to ask for a sale price of $3000. I am open to negotiation. \I am willing to take cash or work with you to get an auto loan. I just purchased a car earlier this month from a Craigslist seller using an auto loan from BECU so I am familiar with the process. \\If interested, please email me to set up a test drive. \\\",https://images.craigslist.org/00H0H_iKFyJdwyYY8_600x450.jpg
71,https://seattle.craigslist.org/skc/cto/d/federal-way-subaru-impreza-2011/6873980506.html,Subaru Impreza 2011,2011,subaru impreza,subaru,impreza,6000, 98042 ,,good,4wd,gas,118000,red,clean,automatic,sedan,,,20,26,22,"Red Subaru 2011 Impreza all-wheel drive sedan for sale by owner. Premium features include heated seats and Bluetooth connectivity. Brand new front brakes and windshield wipers, tires very recently rotated. Rear brakes, battery, and tires all new within the past 1.5 years. Interior detailed, ready to go for a new owner, along with extra cabin filters for the car.    ",https://images.craigslist.org/01111_hoPhQb3v8pK_600x450.jpg
72,https://seattle.craigslist.org/tac/cto/d/puyallup-2010-audi-a4-avant-20t-awd/6873978092.html,2010 Audi A4 Avant 2.0T Awd Wagon,2010,audi a4 2.0t avant awd wagon,audi,a4,11000, Puyallup ,WAUSFAFL7AA155796,excellent,4wd,gas,85969,black,clean,automatic,hatchback,,4 cylinders,23,30,26,"Low Miles, all-black Audi A4 2.0T. This car gets a lot of compliments. All black 19 inch wheels, high quality tint, the stereo rocks with Rockford Fosgate self-amplified subwoofer. Don't want to sell, but want to upgrade. Audi dealer replaced pistons, catalytic converter, wheel bearings, etc. All paperwork in hand. This car will keep running like new.    ",https://images.craigslist.org/00A0A_1asZqfLUxRy_600x450.jpg
73,https://seattle.craigslist.org/see/cto/d/redmond-2010-bmw-335i-mpackage-e90-sedan/6873938966.html,2010 bmw 335i mpackage e90 sedan,2010,bmw 335i,bmw,335i,9899, Redmond ,,good,rwd,gas,106000,silver,clean,automatic,sedan,,6 cylinders,17,26,20,"It’s a really fun car to drive, have some mod on it, selling it because of moving to another city, can’t bring it with me.\Mod list:\Front vorsteiner v-ff matte black 20x10 \Rear Niche Misano matte black 20x10 \seibon m3 style carbon fiber hood\Voltex type 1s carbon fiber wing\Borla mid pipes\Remus rear exhaust \Customize connecting pipes\1m style front bumper w carbon fiber intake w carbon fiber front lip\Kw suspension street comfort\Rolloface Golden 8piston front brake, rear 6 piston brake.\\",https://images.craigslist.org/00a0a_bWbgv2f7fBV_600x450.jpg
74,https://seattle.craigslist.org/see/cto/d/seattle-audi-2007-s4/6873937213.html,Audi 2007 S4,2007,2007 audi s4,2007,audi,10000, 159 S Jackson St ,WAUGL78E37A129074,good,4wd,gas,86700,silver,clean,automatic,sedan,mid-size,8 cylinders,,,,"2007 Silver Audi S4.  86,700 miles.  One owner.  Regularly maintained and can produce the maintenance logs.  75,000 mile service completed.  AWD.  New tires as of September 2018.  Original engine.  No accidents.  Airbag installed after Audi recall.  After market rubberized floor mats.  After market tough plastic trunk cover.  Full size spare tire and associated equipment intact.  4.2 L V8 engine.  340 horsepower. 302 lb-ft. torque.  Growing family means we have outgrown the car.    ",https://images.craigslist.org/00202_geN4XiAmlxm_600x450.jpg
75,https://seattle.craigslist.org/see/cto/d/2008-scion-xd-one-owner/6873924661.html,2008 Scion XD (one owner),2008,scion xd 4dr hatchback,scion,xd,4900, google map ,JTKKU10418J003445,good,fwd,gas,135575,silver,clean,automatic,hatchback,compact,4 cylinders,26,32,28,"2008 Scion xD 4dr hatchback with 135k miles. Very well maintained and taken care of. All services up to date. Both interior and exterior are in good condition. Runs and drives really good. Fun to drive, sporty feel and handles very well. Great on gas mileage, I4, 1.8L engine and FWD. It will be a great car for its next owner and will serve them well. Very reliable and great car for daily commute or to drive around town. \Single owner, always been in WA, clean title and carfax. Please call or text  show contact info\ for a quicker response.    ",https://images.craigslist.org/00000_73oSAryhAoF_600x450.jpg
76,https://seattle.craigslist.org/see/cto/d/2005-toyota-prius/6873915611.html,2005 Toyota Prius,2005,toyota prius,toyota,prius,6900, google map ,JTDKB20UX53112859,good,fwd,gas,113547,black,clean,automatic,hatchback,mid-size,4 cylinders,48,45,46,"Selling 2005 Toyota Prius with only 113k miles. It's been scrupulously maintained and taken care of. All services up to date. Runs and drives really good. Both interior and exterior are in good condition. Very reliable, great on gas mileage, it will be a great car for its next owner. \Well maintained Prius, always been in WA with clean title and carfax. Please call me at  show contact info\ for a quicker response. \\",https://images.craigslist.org/00N0N_foduEtWlyLn_600x450.jpg
77,https://seattle.craigslist.org/see/cto/d/renton-2010-nissan-murano-fully-loaded/6873890093.html,"2010 Nissan Murano fully loaded, clean title Only 109K miles.",2010,nissan murano sl,nissan,murano,9700, Renton ,JN8AZ1MU8AW018536,excellent,fwd,gas,108000,white,clean,automatic,SUV,full-size,6 cylinders,18,23,20,"Fully loaded, Only 109K miles, 2nd Owner, Vehicle report in hand. Leathers Seats, Heated front seats,​ Bose AM/FM/6CD  Audio system,​ Electronic stability control​ ABS brakes, ​Allow wheels, ​Front fog lights,​ Automatic headlights,​ Garage door HomeLink, Low tire pressure warning, ​Outside temperature display,​ Remote keyless star/entry, ​Roof rack,​ Panoramic sun/moon roof, ​Compass.Transmission fluid just replaced by Nissan of Bellevue, Great car.\New brake pads\New spark plugs \New air filter\New Interstate Batterie\Receipts in hand.\",https://images.craigslist.org/00303_lXsU4bLkm88_600x450.jpg
78,https://seattle.craigslist.org/see/cto/d/kent-2014-nissan-sentra-sv/6873852242.html,2014 Nissan Sentra SV,2014,nissan sentra,nissan,sentra,8250, Covington ,3n1ab7ap6ey270854,excellent,fwd,gas,66000,black,clean,automatic,sedan,,4 cylinders,30,38,33,"Great looking Nissan Sentra SV, car runs smooth like new. The vehicle has a 1.8L 4-cylinder engine. Clean inside and outside. For any questions about the car feel free to call or text me at  show contact info\",https://images.craigslist.org/00e0e_ezBn8uXryPf_600x450.jpg
79,https://seattle.craigslist.org/est/cto/d/issaquah-2013-audi-a3-premium-line/6873844779.html,2013 Audi A3 - Premium S-LINE,2013,audi a3 premium s-line sport,audi,a3,14000, ISSAQUAH HIGHLANDS ,WAUBEAFMXDA008713,excellent,fwd,gas,72333,white,clean,automatic,hatchback,mid-size,4 cylinders,21,28,24,"Excellent condition, cleanest A3 around.  Selling my commuter car - adult owned and driven 72,000 miles.   Runs  and drives great.  Needs nothing, newer 19"" audi wheels and tires, tons of traction.  Heated seats, black leather, loaded.  2.0T engine, s-tronic transmission.   Great gas mileage  approx. 32 mgp on my commute to Seattle.  No accidents.    ",https://images.craigslist.org/00G0G_8KfqYX8DK01_600x450.jpg
80,https://seattle.craigslist.org/see/cto/d/bellevue-2010-bmw-328i-xdrive/6873833745.html,2010 BMW 328i Xdrive,2010,bmw 328i xdrive,bmw,328i,7600, Bellevue ,,excellent,4wd,gas,147,black,clean,automatic,sedan,mid-size,6 cylinders,18,28,22,"\\Hi,\I'm selling my beautiful 2010 BMW 328i Xdrive with 147k \ It's a great commuter car, and fun driving \\The car is in great overall condition and it has been maintained by an adult throughout it's life.\It holds a clean title with a clean CarFax Report and has never been in an accident. \\- The car has Full Leather interior (no cloth)\- The exterior is a 8/10 and the interior is 8/10. Some regular wear & tear is always normal.\The paint has a few scratches and blemishes but overall, it's in good condition.\- It comes with Heated Seats! This is the only option that is absolutely mandatory for me when buying a car.\- Automatic transmission with 147k miles. \- Oil changes every 5k miles, and recently did an oil change to get the car ready for sale.\\\Options Include: Anti-Theft System, ABS, Power Door Locks, Power Windows, Power Steering, Cruise Control, A/C, ESC, Traction Control, SiriusXM, Satellite/Radio/MP3/CD Player, Bluetooth Wireless, Heated Seats, Full Leather Interior\\Serious Inquiries only please.\\\Honda accord Honda Civic Toyota Camry Toyota Corolla Hyundai Audi BMW    ",https://images.craigslist.org/00F0F_gx3Uk0koXEF_600x450.jpg
81,https://seattle.craigslist.org/see/cto/d/bellevue-2006-mercedes-benz-e350-4matic/6873823312.html,"2006 Mercedes Benz E350 4MATIC,  Wagon AWD",2006,mercedes benz e350 4matic,mercedes,benz,6500, Bellevue ,,excellent,4wd,gas,105,silver,clean,automatic,wagon,full-size,6 cylinders,,,,"Runs and drives great!\3rd-row seats!!!\105xxx\Great maintenance history \E350 4matic wagon\ got all the options,\Power tailgate navigation leather seats heated seats\\\AWD, station wagon,\subaru, audi,    ",https://images.craigslist.org/01010_e8xVf9UML8G_600x450.jpg
82,https://seattle.craigslist.org/see/cto/d/seattle-2006-bmw-x5-30/6873820276.html,2006 BMW X5 3.0,2006,2006 bmw x5 3.0,2006,bmw,6499, West Seattle ,5uxfa13526ly37682,good,fwd,gas,99237,custom,clean,automatic,SUV,mid-size,6 cylinders,,,,"2006 BMW X5 3.0 for sale. Clean in and out. 99,000+ miles. Tan leather interior. Battery recently replaced. Tires are in good shape. Well maintained. Extra car mats.    ",https://images.craigslist.org/00K0K_bwS7SOrdKy4_600x450.jpg
83,https://seattle.craigslist.org/see/cto/d/seattle-original-owner-2012-hyundai/6873817438.html,Original Owner 2012 Hyundai Sonata 2.0 Turbo Great Shape!,2012,hyundai sonata,hyundai,sonata,7250, Seattle Green Lake area ,5NPEC4AB8CH347782,excellent,fwd,gas,123421,silver,clean,automatic,sedan,full-size,4 cylinders,22,33,26,Original Owner 2012 Hyundai Sonata 2.0 Turbo very rare. It has only 123K and well kept and adult driven. All power options work like they should. Also comes with Paddle Shifters for sport mode. Very clean interior and amazing MPG. Its a local Seattle car and has brand new tires and truly reliable sedan. Clean title\\Please call or text  show contact info\,https://images.craigslist.org/00D0D_5FaeJnZKJ2p_600x450.jpg
84,https://seattle.craigslist.org/tac/cto/d/spanaway-2015-nissan-altima/6873807855.html,2015 Nissan Altima,2015,nissan altima,nissan,altima,13500, google map ,,like new,fwd,gas,69000,white,clean,automatic,hatchback,,,27,37,31,  2015 Nissan Altima S 69000 miles 13900 3 months warranty left to new owner.  Clean title.  Nissan dealer inspection done.  Great car. Thanks    ,https://images.craigslist.org/00808_jTulipICEM1_600x450.jpg
85,https://seattle.craigslist.org/see/cto/d/seattle-fully-loaded-2008-honda-civic/6873806465.html,Fully Loaded 2008 Honda Civic Hybrid In Great Shape!,2008,honda civic hybrid,honda,civic,5300, Seattle Green Lake area ,JHMFA36208S003089,excellent,fwd,gas,119223,blue,clean,automatic,sedan,mid-size,4 cylinders,40,45,42,"2008 Honda Civic Hybrid fully loaded in great running shape. It has low miles only 119K and well cared for. Second owner and all power options work great, clean interior and all service up to date at Honda Dealership. Good condition tires and clean title.\\Please call or text  show contact info\",https://images.craigslist.org/00e0e_2LB2D96qGva_600x450.jpg
86,https://seattle.craigslist.org/est/cto/d/kirkland-mercedes-benz-e350-4-matic/6873778798.html,Mercedes Benz E350 4 Matic Sport,2008,mercedes benz e350 4 matic sport,mercedes,benz,8500, Kirkland WA ,WDBUF87X78B262243,excellent,4wd,gas,138000,black,clean,automatic,sedan,full-size,6 cylinders,,,,"I am selling my 2008 Mercedes Benz E350 4Matic Luxury / Sport. 268 Horsepower, 260 Torque runs and drives great. \\Serviced 100% at MB Dealerships, Mercedes Benz Bellevue and Twice at MB Lynnwood. \\This is by far one of the most beautiful cars made - style and design is top notch. \\It's been a great car, it's in excellent shape. Clean Car Fax - No Accidents. Both MB Dealerships always note that the car is in excellent mechanical and cosmetic shape. The one flaw is the driver seat has a small crack on the side wall of the seat it's a cheap fix but it hasn't bothered me. It's really common when Mercedes switched to the leatherette from the real leather. \\Every Service Completed at Mercedes Dealer: MB of Bellevue, or MB of Lynnwood. (depending on availability) I actually prefer the MB Lynnwood group even though it is out of the way. \\Features: \Sport Mode (Button for Comfort/Sport) \Automatic Wind Shield Wipers\Moon Roof\Home Link Garage Door Opener\Heated Seats\Leather Wrapped Steering Wheel \Front Fog Lights\All Wheel Drive\Tinted Windows\Navigation\Satellite Radio \Blue Tooth \iPod / Phone / Music Connector \Walnut Wood Interior Trim\Black MB Leatherette Interior\All Weather Rubber Mats (front)\\*Almost Brand New Tires*: \Continental Extreme Contact DWS (Dry, Wet, Snow) \245/40/18\These are the best tires for grip and luxurious quiet ride. Tires and Alignment completed at TruLine Bellevue. \Spent about $1,600 all in on tires and alignment. \\Wheels/Rims are in almost perfect shape, I have a smidge of curb rash on one of them (I died on the inside) from a curb in Vancouver, BC when we were on a weekend vacation. The 3/4 others are still ding free. \\No door dings on the body, a couple light scratches and scuffs. The usual rock chips on the front end.\\We are moving to the east coast and just bought a new car for a baby on the way. No need to ship this puppy cross country, its been in WA the whole time. \\*Not used for Uber or Lyft* \\",https://images.craigslist.org/00h0h_lxU8pgexy1a_600x450.jpg
87,https://seattle.craigslist.org/see/cto/d/seattle-2011-subaru-outback-25i-premium/6873777824.html,2011 Subaru Outback 2.5I Premium,2011,2011 subaru outback 2.5i premium,2011,subaru,11000, Seattle ,4s4brbcc6b3398232,good,4wd,gas,74000,black,clean,automatic,hatchback,,4 cylinders,,,,"I am moving to NYC in June and looking for someone to buy my Subaru Outback. I do not want to let this car go (as I only purchased it one year ago) but I will not be needing it in the city. It is a perfect car to get to the mountains this summer!\\Please shoot me an email or a text if interested. \\Facts:\\2011 Subaru Outback 2.5I Premium\74,000 miles\Heated front seats\Wireless music \Phone charger and aux\All wheel drive\Clean/detailed\\- slight damage to the bottom of the rear bumper. As well as some scuffed paint along the tail light.\",https://images.craigslist.org/00202_9tDyHSuytGP_600x450.jpg
88,https://seattle.craigslist.org/see/cto/d/seattle-2008-mercedes-e350-4matic-awd/6873773631.html,2008 Mercedes E350 4MATIC (AWD) Only 93k miles !!,2008,mercedes e350 awd,mercedes,e350,7900, Seattle ,WDBUF87X58B300987,excellent,4wd,gas,93000,black,clean,automatic,sedan,mid-size,6 cylinders,,,,"2008 MERCEDES E350 4MATIC (AWD) SEDAN 3.5L V6 5-SPEED AUTOMATIC \\ONLY SERVICED AT MERCEDES OF BELLEVUE\\I have all of the service records printed in hand \\Excellent Condition cosmetically and mechanically \Drives perfect\Owned Since 2013\Second Owner\Clean Title\Non-Smoker\Color In / Out       Black \Miles		       93,000\Price to Sell 	      $ 7,900 Firm\\PIRELLI TIRES HAVE PLENTY OF LIFE LEFT\ORIGINAL BOOKS AND KEY\STRONG 3.5 V6 !!!!\5 SPEED AUTOMATIC \FOG LIGHTS \FUEL ECONOMY 16/22 MPG\268 HP @ 600 RPM\DOUBLE WISHBONE FRONT SUSPENSION\FOUR WHEEL INDEPENDENT SUSPENSION\MULTI LINK REAR SUSPENSION\FRONT AND REAR STABILIZER BAR\10 WAY POWER SEATS\REAR VENTILATION DUCTS\ONE TOUCH POWER WINDOWS\REMOTE KEYLESS POWER DOOR LOCK\TILT AND TELESCOPIC STEERING WHEEL\REMOTE TRUCK RELEASE\HARMON/KARDON PREMIUM BRAND 12 SPEAKERS\17 INCH ALLOY WHEELS \POWER MIRRORS\HEATED MIRRORS \AM/FM\CLEAN TITLE \LEATHER INTERIOR IN AMAZING CONDITION!!! \POWER WINDOWS\6 CD CHANGER\POWER DOOR LOCK\BLUE TOOTH TO YOUR SMART PHONE FOR MUSIC ONLY \REAR WINDOW DEFROST\HEATED SEATS \OEM HID ADAPTIVE HEADLIGHTS\CRUISE CONTROL\STRONG MOTOR WITH NO ISSUES \SPORT PACKAGE!!!!\RARE WOOD GRAIN STEERING WHEEL\POWER REAR WINDOW SHADE\KEYLESS ENTRY AND LOCK \AC BLOWS COLD \AWD!!!!\STEERING WHEEL CONTROLS\FRONT MEMORY SEATS\PANORAMIC POWER SUNROOF \NAVIGATION / GPS\POWER FOLDING SIDE MIRRORS \DUAL CLIMATE CONTROL\DUAL EXHAUST\\\",https://images.craigslist.org/01515_9jdzsU23G4T_600x450.jpg
